NÃºmero;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;CÃ³digo no fornecedor;Nome;Marca;;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;;;SÃ©rie;Data de emissÃ£o;SituaÃ§Ã£o;Natureza;DescriÃ§Ã£o;CÃ³digo;Quantidade;Valor unitÃ¡rio;Valor total;Nome da Loja;Nome
211999;1;01/06/2026 15:50;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Semi Brilho;SR0100009;1;114,2;114,2;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212000;1;01/06/2026 15:51;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte MarÃ­timo Sobre Ferrugem 900G Branco - Pulo do Gato;EMF044409;1;62,28;62,28;Eov Shopee 2026;EMF044409;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212002;1;01/06/2026 15:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Pistola Aplicadora para Espuma Expansiva Sparta;SPA001;1;67;67;EOV - Wake;89699960;BMB MATERIAL DE CONSTRUCAO S.A.;SPARTA;;;;;;;;;;;;;;;;;;;;;;;;
212002;1;01/06/2026 15:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;1;113,99;113,99;EOV - Wake;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212001;1;01/06/2026 15:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Verniz Wood Wood PU 75 para Madeira 900ML;WVP0000900;1;191,58;191,58;EOV - Wake;WVP0000900;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
212003;1;01/06/2026 15:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte MarÃ­timo Sobre Ferrugem 900G Cinza MÃ©dio - Pulo do Gato;EMF044309;1;62,28;62,28;Eov Shopee 2026;EMF044309;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212004;1;01/06/2026 15:54;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;1;113,99;113,99;EOV - Wake;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212005;1;01/06/2026 15:56;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;2;113,99;227,98;Comercial Interno;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212005;1;01/06/2026 15:56;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Pistola Aplicadora para Espuma Expansiva Sparta;SPA001;1;67;67;Comercial Interno;89699960;BMB MATERIAL DE CONSTRUCAO S.A.;SPARTA;;;;;;;;;;;;;;;;;;;;;;;;
212006;1;01/06/2026 15:57;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Interface de Espuma 6 / 150mm 5mm 67 Furos Mirka;8295650111E;1;64,5;64,5;EOV - Wake;8295650111E;MIRKA BRASIL LTDA;MIRKA;;;;;;;;;;;;;;;;;;;;;;;;
212007;1;01/06/2026 16:02;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte MarÃ­timo Sobre Ferrugem 900G Preto - Pulo do Gato;EMF044209;1;62,28;62,28;Eov Shopee 2026;EMF044209;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
212008;1;01/06/2026 16:04;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Verniz Wood Wood PU 70 Base Ãgua para Madeira 900ML;WV0100009;1;243,82;243,82;EOV - Wake;WV0100009;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
212009;1;01/06/2026 16:06;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Concre Fast 4KG;COF0400804;2;124,07;248,14;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;;
212010;1;01/06/2026 16:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 250ML;CUB0100025;1;159,6;159,6;EOV - Wake;CUB0100025;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212011;1;01/06/2026 16:07;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;106,72;106,72;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212012;1;01/06/2026 16:08;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito LÃ­quido 4KG Cinza CorumbÃ¡ - Cristal;CNF0101004;1;1.116,26;1.116,26;Eov Shopee 2026;CNF0101004;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212013;1;01/06/2026 16:10;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;106,72;106,72;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212014;1;01/06/2026 16:10;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Antiderrapante LÃ­quido Contra Quedas 1KG Incolor;CQ0400001;1;233,93;233,93;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;UMA TINTA;;;;;;;;;;;;;;;;;;;;;;;;
212015;1;01/06/2026 16:11;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Shampoo para Telhas Power Shower 5L Cristal;C2763;1;102,48;102,48;Eov Shopee 2026;;-;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212016;1;01/06/2026 16:11;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212017;1;01/06/2026 16:12;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola Extra Forte AC6000 - 400G;AC6000400;4;62,7;250,8;EOV - Wake;AC6000400;IVA QUIMICA DO BRASIL LTDA;PROFIXX;;;;;;;;;;;;;;;;;;;;;;;;
212017;1;01/06/2026 16:12;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Aplicador de Silicone 9 Polegadas Sparta;8863655;1;23;23;EOV - Wake;89145532;BMB MATERIAL DE CONSTRUCAO S.A.;SPARTA;;;;;;;;;;;;;;;;;;;;;;;;
212018;1;01/06/2026 16:12;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;1;101,38;101,38;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212019;1;01/06/2026 16:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212020;1;01/06/2026 16:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Areia Intensa;DPT04767025;1;67,74;67,74;Eov Shopee 2026;DPT04767025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212020;1;01/06/2026 16:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Laca PU 100ML Brilhante;TLP010001;1;77,3;77,3;Eov Shopee 2026;TLP010001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212020;1;01/06/2026 16:13;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Cola Gel Decoupage para Papel 100ML;DE0400001;1;35,52;35,52;Eov Shopee 2026;DE0400001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212021;1;01/06/2026 16:14;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 250ML;CUB0100025;1;159,6;159,6;EOV - Wake;CUB0100025;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212022;1;01/06/2026 16:15;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212023;1;01/06/2026 16:16;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpa Pedras BiodegradÃ¡vel Ivaclean 1L;IL0100001;1;94,93;94,93;EOV - Wake;96932;IVA QUIMICA DO BRASIL LTDA;IVA CLEAN;;;;;;;;;;;;;;;;;;;;;;;;
212024;1;01/06/2026 16:17;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante para Juntas CimentÃ­cias DW240 Flex 420G - Cinza;SE2440142;1;153,73;153,73;Eov Shopee 2026;;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212025;1;01/06/2026 16:18;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato LÃ­quido Baixa Espessura e MÃ©dia Viscosidade Wood Wood - Componente A 800g;WPA000A8;1;137,5;137,5;EOV - Wake;WPA000A8;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;;
212025;1;01/06/2026 16:18;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Porcelanato LÃ­quido Baixa Espessura e MÃ©dia Viscosidade Wood Wood - Componente B 480g;WPA000B48;1;137,5;137,5;EOV - Wake;WPA000B48;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;;
212026;1;01/06/2026 16:18;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Microcimento 4,5KG Cinza MÃ©dio;LQ0440145;1;247,46;247,46;Comercial Interno;LQ0440145;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212027;1;01/06/2026 16:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Laca PU 100ML Brilhante;TLP010001;1;77,3;77,3;Eov Shopee 2026;TLP010001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212028;1;01/06/2026 16:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cola para Madeira Wood Wood 3 - 497G;WD00000497;1;74,24;74,24;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;;;;;;;;;;;;;;;;;;;;;;;
212029;1;01/06/2026 16:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Espuma Turbo DW240 750G - Drylevis;ET24001750;1;142,93;142,93;EOV - Mercado Livre;ET24001750;IVA QUIMICA DO BRASIL LTDA;DRYLEVIS;;;;;;;;;;;;;;;;;;;;;;;;
212029;1;01/06/2026 16:19;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Pistola Aplicadora para Espuma Expansiva Sparta;SPA001;1;63,65;63,65;EOV - Mercado Livre;89699960;BMB MATERIAL DE CONSTRUCAO S.A.;SPARTA;;;;;;;;;;;;;;;;;;;;;;;;
212031;1;01/06/2026 16:22;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Cola Gel Decoupage para Papel 100ML;DE0400001;1;35,52;35,52;Eov Shopee 2026;DE0400001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212032;1;01/06/2026 16:24;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Elastment Desmolde FÃ¡cil 500ML;DEF00000005;1;76;76;EOV - Mercado Livre;DEF00000005;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;;
212033;1;01/06/2026 16:25;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Perfect Glass Monocomponente 100G;PM0000101;1;76,13;76,13;Eov Shopee 2026;PM0000101;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212033;1;01/06/2026 16:25;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Verniz AtÃ³xico 100ML;TV0100001;1;64,69;64,69;Eov Shopee 2026;TV0100001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212034;1;01/06/2026 16:26;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212035;1;01/06/2026 16:26;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Acqua Marina;DPT04928025;1;67,74;67,74;Eov Shopee 2026;DPT04928025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212036;1;01/06/2026 16:28;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212037;1;01/06/2026 16:29;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Sunshine;DPT04824025;1;67,74;67,74;Eov Shopee 2026;DPT04824025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212038;1;01/06/2026 16:30;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de SublimaÃ§Ã£o 150ML;RSB000150;1;107,96;107,96;Eov Shopee 2026;RSB000150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212039;1;01/06/2026 16:32;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 250ML;CUB0100025;1;186,67;186,67;Eov Shopee 2026;CUB0100025;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212039;1;01/06/2026 16:32;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Branco;DPT04001025;2;67,74;135,48;Eov Shopee 2026;DPT04001025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212040;1;01/06/2026 16:32;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Verniz AtÃ³xico 100ML;TV0100001;1;64,69;64,69;Eov Shopee 2026;TV0100001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212041;1;01/06/2026 16:32;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 250ML;CUB0100025;1;159,6;159,6;EOV - Wake;CUB0100025;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212042;1;01/06/2026 16:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de SublimaÃ§Ã£o 150ML;RSB000150;1;107,96;107,96;Eov Shopee 2026;RSB000150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212043;1;01/06/2026 16:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Branco;DPT04001025;1;67,74;67,74;Eov Shopee 2026;DPT04001025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212044;1;01/06/2026 16:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 250ML;CUB0100025;1;159,6;159,6;EOV - Wake;CUB0100025;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212045;1;01/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Rejunte ElÃ¡stico Elastment 420G Marfim;RJ04007042;2;78,9;157,8;EOV - Mercado Livre;RJ04007042;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;;
212046;1;01/06/2026 16:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de SublimaÃ§Ã£o 150ML;RSB000150;1;107,96;107,96;Eov Shopee 2026;RSB000150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212047;1;01/06/2026 16:37;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Verniz AtÃ³xico 100ML;TV0100001;1;64,69;64,69;Eov Shopee 2026;TV0100001;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212048;1;01/06/2026 16:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 3,6L Semi Brilho;SR0100036;1;353,24;353,24;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212049;1;01/06/2026 16:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Adesivo de Reparo para Pisos Elastment - SOS Piso 1KG;SP000001;5;443,41;2.217,05;EOV - Wake;SP000001;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
129120;2;01/06/2026 16:41;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;1;24,96;24,96;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
212052;1;01/06/2026 16:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Concrete Shiner 1KG Concreto;LD0441701;1;114,07;114,07;EOV - Wake;LD0441701;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212053;1;01/06/2026 16:43;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Impermeabilizante SOS Concreto 200ML;SC0000025;1;195,05;195,05;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;;
212054;1;01/06/2026 16:44;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Impermeabilizante SOS Concreto 1L;SC0000001;3;627;1.881,00;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;SMART CIMENTO;;;;;;;;;;;;;;;;;;;;;;;;
212055;1;01/06/2026 16:45;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cimento ElÃ¡stico Elastment 4KG Cinza;EB0440004;1;212,43;212,43;EOV - Wake;EB0440004;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
212055;1;01/06/2026 16:45;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Drymanta G60 5M x 16 CM;DM011605;1;39,7;39,7;EOV - Wake;DM011605;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
212056;1;01/06/2026 16:45;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;76,63;76,63;EOV - Wake;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212057;1;01/06/2026 16:46;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;76,63;76,63;EOV - Wake;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;;;;;;;;;;;;;;;;;;;;;;;
212058;1;01/06/2026 16:47;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Fixador de Pedras Soltas Hold Stone 5L;HS01000005;1;453,76;453,76;EOV - Wake;HS01000005;IVA QUIMICA DO BRASIL LTDA;HOLD STONE;;;;;;;;;;;;;;;;;;;;;;;;
212059;1;01/06/2026 16:50;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Shampoo para Telhas Power Shower 5L Cristal;C2763;1;89,99;89,99;EOV - Wake;;-;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212060;1;01/06/2026 16:51;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Resina Multiuso Tech Resina 3,6L - Pulo do Gato;PTR0100036;1;296,9;296,9;EOV - Wake;PTR0100036;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;;;;;;;;;;;;;;;;;;;;;;;
129123;2;01/06/2026 16:53;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Polimerica Cimento Pronto Cola Tijolos Blocos 2,5kg;TCB03010;1;24,96;24,96;EOV - Mercado Livre;-;-;-;;;;;;;;;;;;;;;;;;;;;;;;
212061;1;01/06/2026 16:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 3,6L Fosca;SR0400036;1;353,24;353,24;EOV - Wake;SR0400036;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212062;1;01/06/2026 16:54;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito LÃ­quido 4KG Branco CearÃ¡ - Cristal;CNF0103004;2;775,2;1.550,40;EOV - Wake;CNF0103004;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;;;;;;;;;;;;;;;;;;;;;;;
212063;1;01/06/2026 16:56;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Microcimento 4,5KG ArÃ¡bia;LQ0483245;1;213,5;213,5;EOV - Wake;LQ0483245;IVA QUIMICA DO BRASIL LTDA;LT SHINER;;;;;;;;;;;;;;;;;;;;;;;;
212064;1;01/06/2026 16:58;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Flex Tapa Tudo 5000 - 340G;MF0400134;1;98,89;98,89;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212064;1;01/06/2026 16:58;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante AcrÃ­lico Zero Trinca 1KG;ZT040011;1;76,85;76,85;EOV - Wake;;IVA QUIMICA DO BRASIL LTDA;SMART;;;;;;;;;;;;;;;;;;;;;;;;
212064;1;01/06/2026 16:58;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Elastment Rapid Cure Crack Filler - Preenchedor de Trincas de Concreto em PÃ³ 700G Concreto;RCCF044007;1;69,9;69,9;EOV - Wake;RCCF044007;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
212064;1;01/06/2026 16:58;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Elastment Rapid Cure Crack Filler - Preenchedor de Trincas de Concreto em PÃ³ 700G Branco;RCCF044207;1;69,9;69,9;EOV - Wake;RCCF044207;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;;;;;;;;;;;;;;;;;;;;;;;
212064;1;01/06/2026 16:58;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine PelÃ­cula LÃ­quida 900ML;LG0100009;2;106,72;213,44;EOV - Wake;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;;;;;;;;;;;;;;;;;;;;;;;
212050;1;01/06/2026 17:00;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Ã“leo Cristal Wood Wood 900ML;OT0100009;1;104,49;104,49;EOV - Wake;OT0100009;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;;
212050;1;01/06/2026 17:00;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Cera Cristal Tripla AÃ§Ã£o  Wood Wood 200G;CTM0100002;1;94,05;94,05;EOV - Wake;CTM0100002;IVA QUIMICA DO BRASIL LTDA;WOOD WOOD;;;;;;;;;;;;;;;;;;;;;;;;
212065;1;01/06/2026 17:03;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 900ML Preto;DPT04010009;1;146,4;146,4;EOV - Wake;DPT04010009;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
212065;1;01/06/2026 17:03;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 900ML Acqua Marina;DPT04928009;1;146,4;146,4;EOV - Wake;DPT04928009;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;;;;;;;;;;;;;;;;;;;;;;;
