Número;Série;Data de emissão;Situação;Natureza;Descrição;Código;Quantidade;Valor unitário;Valor total;Nome da Loja;Código no fornecedor;Nome;Marca;;Série;Data de emissão;Situação;Natureza;Descrição;Código;Quantidade;Valor unitário;Valor total;Nome da Loja;Nome;;Série;Data de emissão;Situação;Natureza;Descrição;Código;Quantidade;Valor unitário;Valor total;Nome da Loja
212603;1;05/06/2026 08:31;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte Marítimo Sobre Ferrugem 900G Branco - Pulo do Gato;EMF044409;1;62,28;62,28;Eov Shopee 2026;EMF044409;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;1;09/06/2026 10:15;Emitida DANFE;Venda de mercadoria a não contribuinte;Drymanta G60 5M x 16 CM;DM011605;1;62,62;62,62;Shopee - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;06/06/2026 08:28;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Decora Pinta Tudo 250ML Garden;DPT04926025;1;67,74;67,74;Shopee Novo
212604;1;05/06/2026 08:31;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;1;24,96;24,96;EOV - Mercado Livre;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;1;09/06/2026 10:15;Emitida DANFE;Venda de mercadoria a não contribuinte;Cimento Egípcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;06/06/2026 08:28;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;1;44,81;44,81;Shopee Novo
212605;1;05/06/2026 08:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Esmalte Marítimo Sobre Ferrugem 900G Preto Chassis SB - Pulo do Gato;EMF044009;1;62,28;62,28;Eov Shopee 2026;EMF044009;IVA QUIMICA DO BRASIL LTDA;O PULO DO GATO;;1;09/06/2026 10:15;Emitida DANFE;Venda de mercadoria a não contribuinte;Cimento Egípcio Estrutural Branco 25KG;CIM000001;1;149,3;149,3;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;06/06/2026 08:28;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Kit LT Shine Pigmento Uma Gota 50ML - 7 Cores;KITLTU001;1;211,33;211,33;Shopee Novo
212606;1;05/06/2026 08:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Primer Promotor de Aderência Ultragrip 1KG;UGP0440001;2;143,24;286,48;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;1;09/06/2026 10:15;Emitida DANFE;Venda de mercadoria a não contribuinte;Cimento Egípcio Estrutural Branco 25KG;CIM000001;1;149,31;149,31;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;06/06/2026 08:32;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Shampoo para Telhas Power Shower 20L Cristal;STP05020;1;437,5;437,5;Shopee Novo
212607;1;05/06/2026 08:33;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;1;24,96;24,96;EOV - Mercado Livre;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;1;09/06/2026 10:15;Emitida DANFE;Venda de mercadoria a não contribuinte;LT Shine Pasta Metalizada 200G Ouro;MP0081902;1;95,18;95,18;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Primer Promotor de Aderência Transfix para metal TF100 150ML;TF100150;1;96,43;96,43;Shopee Novo
212608;1;05/06/2026 08:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 900ML Fosca;SR0400009;1;152,26;152,26;EOV - Mercado Livre;SR0400009;IVA QUIMICA DO BRASIL LTDA;SMART;;1;09/06/2026 10:15;Emitida DANFE;Venda de mercadoria a não contribuinte;LT Shine Pasta Metalizada 200G Prata;MP0040102;1;95,19;95,19;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Autorizada;Venda de mercadoria adquirida ou recebida de terceirosF;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de Copolímero Sintético;FT000105;1;144,94;144,94;Magalu
212609;1;05/06/2026 08:34;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Limpador de Cortina de Vidros e Placas Solares Fullvit 1L IvaClean;IFUV0001;1;100,14;100,14;Eov Shopee 2026;96932;Z S FABRICANTE DE PRODUTOS DE LIMPEZA LTDA;IVACLEAN;;1;09/06/2026 10:15;Emitida DANFE;Venda de mercadoria a não contribuinte;SOS Gesso - Hidrofugante para Gesso 1L;SG0400001;1;143,29;143,29;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Kit Umidade P - Smart Resina 900ML + Massa Acrílica 4KG + Manta Elástica Acqua Zero Branco 4KG;MA0440023;1;480;480;Shopee Novo
212610;1;05/06/2026 08:35;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tech Cola Bloco - Argamassa Pronta para Assentamento 2,5KG Pulo do Gato;CLB00001025;1;24,96;24,96;EOV - Mercado Livre;CLB00001025;IVA QUIMICA DO BRASIL LTDA;PULO DO GATO;;1;09/06/2026 10:15;Emitida DANFE;Venda de mercadoria a não contribuinte;Hold Stone Garden Color Stone - Revestimento de Pedras Naturais para Pisos 2KG Quartzo;CSS0430002;1;49,9;49,9;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;KIT 2x Fixador de Pedras Hold Stone 1L + Borrifador Manual de Compressão Prévia 2L Bestfer;KITBHS01;1;244,9;244,9;Shopee Novo
212611;1;05/06/2026 08:36;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Elastment Rapid Cure Protetor de Armadura 1KG;PA04400001;1;76;76;EOV - Mercado Livre;PA04400001;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;1;09/06/2026 10:15;Emitida DANFE;Venda de mercadoria a não contribuinte;Smart Resina 900ML Fosca;SR0400009;1;164,44;164,44;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Decora Pinta Tudo 250ML Safira;DPT04219025;1;67,74;67,74;Shopee Novo
212612;1;05/06/2026 08:37;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tinta Removível Skin Color Cristal 900ML Preto Intenso;SKC0301009;1;288,65;288,65;EOV - Mercado Livre;SKC0301009;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;1;09/06/2026 10:15;Emitida DANFE;Venda de mercadoria a não contribuinte;Primer Promotor de Aderência Pr10 Incolor 150ML;PR1000150;5;115,27;576,35;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Decora Pinta Tudo 250ML Branco;DPT04001025;1;67,74;67,74;Shopee Novo
212613;1;05/06/2026 08:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;1;09/06/2026 14:10;Emitida DANFE;Venda de mercadoria a não contribuinte;Concre Fast 4KG;COF0400804;1;124,07;124,07;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Decora Pinta Tudo 250ML Azul Celeste;DPT05324025;1;67,74;67,74;Shopee Novo
212614;1;05/06/2026 08:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Nex Floor Granito Líquido 1,250KG Branco Ceará - Cristal;CNFGL0125;1;312,83;312,83;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;1;09/06/2026 14:10;Emitida DANFE;Venda de mercadoria a não contribuinte;Cimento Egípcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Pedras Naturais C/ Endurecedor Resin Stone 1,080kg Agra;HRS030;1;119,8;119,8;Shopee Novo
212615;1;05/06/2026 08:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Wood Wood Massa Flex Reparo Fácil para Madeira 90G Sucupira;WM0473790;2;69,66;139,32;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;Wood Wood;;1;09/06/2026 14:10;Emitida DANFE;Venda de mercadoria a não contribuinte;Concre Fast 4KG;COF0400804;2;124,07;248,14;Shopee - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Nex Floor Granito Líquido 4KG Cinza Corumbá - Cristal;CNF0101004;1;1.116,26;1.116,26;Shopee Novo
212616;1;05/06/2026 08:40;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Hobby Art Decora Pinta Tudo 250ML Larimar;DPT04927025;1;62,72;62,72;EOV - Mercado Livre;DPT04927025;IVA QUIMICA DO BRASIL LTDA;HOBBY ART;;2;09/06/2026 23:08;Autorizada;Venda de mercadoria a não contribuinte;Selante Para Juntas Cimenticias Dw240 Flex 420g Cinza;SE2440142;1;152,19;152,19;Mercado Livre - Construlivre;-;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Tinta Elástica Smart Color Fosco 3,6L Fendi;SR0447536;1;501,58;501,58;Shopee Novo
212617;1;05/06/2026 08:41;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Smart Resina 250ML Semi Brilho;SR0100025;1;65,01;65,01;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;1;10/06/2026 08:08;Emitida DANFE;Venda de mercadoria a não contribuinte;LT Shine Grannistone Pedras Naturais 5KG Castelo de Areia;GN0406205;1;361,14;361,14;Shopee - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Nex Floor Nivela & Primer - Promotor de Aderência e Autonivelante 4KG Cristal;CNFP01004;1;492,47;492,47;Shopee Novo
212618;1;05/06/2026 08:43;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Película Líquida 900ML;LG0100009;1;142,29;142,29;EOV - Mercado Livre;LG0100009;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;1;10/06/2026 08:08;Emitida DANFE;Venda de mercadoria a não contribuinte;Cimento Egípcio Estrutural Branco 25KG;CIM000001;2;135,66;271,32;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Decora Pinta Tudo 250ML Branco;DPT04001025;1;67,74;67,74;Shopee Novo
212619;1;05/06/2026 08:43;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante Acrílico Zero Trinca 420G;ZT04001420;1;38,55;38,55;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;1;10/06/2026 08:08;Emitida DANFE;Venda de mercadoria a não contribuinte;LT Shine Microcimento 4,5KG Cinza Claro;LQ0440445;1;375,08;375,08;Shopee - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Esmalte Marítimo Sobre Ferrugem 900G Preto Fosco - Pulo do Gato;EMF044109;1;56;56;Obramil - Mercado livre
212620;1;05/06/2026 08:44;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante Acrílico Zero Trinca 420G;ZT04001420;1;38,55;38,55;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;1;10/06/2026 08:08;Emitida DANFE;Venda de mercadoria a não contribuinte;LT Shine Microcimento 4,5KG Cinza Médio;LQ0440145;1;375,08;375,08;Shopee - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Decora Pinta Tudo 250ML Preto;DPT04010025;1;67,74;67,74;Obramil - Mercado livre
212621;1;05/06/2026 08:45;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante Acrílico Zero Trinca 420G;ZT04001420;1;38,55;38,55;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;1;10/06/2026 08:08;Emitida DANFE;Venda de mercadoria a não contribuinte;KIT Limpador de Superfícies TF Clean 200ML + Primer para Gravações a Laser TF700 Black 150ML;KITTFB002;1;134,9;134,9;Shopee - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Umi Block Cristal - Impermeabilizante para Pequenos Reparos 1L;CUB0100001;1;541,08;541,08;Obramil - Mercado livre
212622;1;05/06/2026 08:45;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Massa Flex Tapa Tudo 5000 - 340G;MF0400134;1;94,79;94,79;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;1;10/06/2026 08:09;Emitida DANFE;Venda de mercadoria a não contribuinte;Cimento Egípcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Decora Pinta Tudo 250ML Acqua Marina;DPT04928025;1;67,74;67,74;Obramil - Mercado livre
212622;1;05/06/2026 08:45;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante Acrílico Zero Trinca 420G;ZT04001420;1;37,06;37,06;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;1;10/06/2026 08:09;Emitida DANFE;Venda de mercadoria a não contribuinte;Smart Resina 900ML Fosca;SR0400009;1;164,44;164,44;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Primer Promotor de Aderência Transfix para Vidro TF300 150ML;TF300150;1;104,45;104,45;Obramil - Mercado livre
212623;1;05/06/2026 08:45;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;LT Shine Primer Universal 1KG Gelo;LP0400210;1;153,88;153,88;EOV - Mercado Livre;LP0400210;IVA QUIMICA DO BRASIL LTDA;LT SHINE;;1;10/06/2026 08:09;Emitida DANFE;Venda de mercadoria a não contribuinte;Cimento Egípcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;KIT 2x Fixador de Pedras Hold Stone 1L + Borrifador Manual de Compressão Prévia 2L Bestfer;KITBHS01;1;177,99;177,99;Obramil - Mercado livre
212624;1;05/06/2026 08:47;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Selante Acrílico Zero Trinca 420G;ZT04001420;1;38,55;38,55;EOV - Mercado Livre;;IVA QUIMICA DO BRASIL LTDA;SMART;;1;10/06/2026 08:09;Emitida DANFE;Venda de mercadoria a não contribuinte;Concre Fast 4KG;COF0400804;2;124,07;248,14;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Selante para Juntas Cimentícias DW240 Flex 420G - Preto;SE2401042;1;153,73;153,73;Obramil - Mercado livre
212626;1;05/06/2026 08:49;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Tira Tintas Cristal 500ML;TR00000500;1;107,89;107,89;EOV - Magalu;TR00000500;IVA QUIMICA DO BRASIL LTDA;CRISTAL;;1;10/06/2026 08:09;Emitida DANFE;Venda de mercadoria a não contribuinte;Drymanta G60 25M x 16CM;DM011625;1;100,32;100,32;Mercado Livre - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Primer Promotor de Aderência Transfix para Vidro TF300 150ML;TF300150;1;104,45;104,45;Obramil - Mercado livre
212627;1;05/06/2026 08:51;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de Copolímero Sintético;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;1;10/06/2026 10:28;Emitida DANFE;Venda de mercadoria a não contribuinte;Cimento Egípcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Verniz Atóxico 100ML;TV0100001;1;64,69;64,69;Obramil - Mercado livre
212631;1;05/06/2026 08:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;2;26,9;53,8;EOV - Mercado Livre;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;1;10/06/2026 10:28;Emitida DANFE;Venda de mercadoria a não contribuinte;Cimento Egípcio Estrutural Branco 25KG;CIM000001;1;135,66;135,66;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Laca PU 250ML Brilhante;TLP0100025;1;154,59;154,59;Obramil - Mercado livre
212629;1;05/06/2026 08:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;1;10/06/2026 10:43;Emitida DANFE;Venda de mercadoria a não contribuinte;LT Shine Cera Atóxica de Acabamento 700G;LC0000209;1;121,24;121,24;Mercado Livre - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Esmalte Marítimo Sobre Ferrugem 900G Preto - Pulo do Gato;EMF044209;1;57,56;57,56;Obramil - Mercado livre
212630;1;05/06/2026 08:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;1;27,71;27,71;Eov Shopee 2026;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;1;10/06/2026 14:21;Emitida DANFE;Venda de mercadoria a não contribuinte;LT Shine Cera Atóxica de Acabamento 700G;LC0000209;1;105,99;105,99;Mercado Livre - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Esmalte Marítimo Sobre Ferrugem 900G Branco - Pulo do Gato;EMF044409;1;57,56;57,56;Obramil - Mercado livre
212628;1;05/06/2026 08:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Transfer 150ml;RT00150;2;26,9;53,8;EOV - Mercado Livre;RT00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;1;10/06/2026 14:21;Emitida DANFE;Venda de mercadoria a não contribuinte;Concre Fast 4KG;COF0400804;1;124,07;124,07;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:38;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Removick Removedor de Filme 150ML Transfix;RF00150;1;110,34;110,34;Obramil - Mercado livre
212632;1;05/06/2026 08:52;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Rufo Líquido 900G Cinza;RL0440009;1;196,9;196,9;EOV - Mercado Livre;RL0440009;IVA QUIMICA DO BRASIL LTDA;ELASTMENT;;1;11/06/2026 08:56;Emitida DANFE;Venda de mercadoria a não contribuinte;Massa Fina Seca Parede 4KG Branco;PM0400104;1;198,63;198,63;Shopee - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Rejunte Elástico Elastment 420G Marfim;RJ04007042;1;91,8;91,8;Obramil - Mercado livre
212633;1;05/06/2026 08:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;1;11/06/2026 08:56;Emitida DANFE;Venda de mercadoria a não contribuinte;Selante para Juntas Cimenticias DW240 Flex 420G - Preto;SE2401042;1;153,73;153,73;Shopee - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA;;1;08/06/2026 11:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Esmalte Marítimo Sobre Ferrugem 900G Preto - Pulo do Gato;EMF044209;1;57,56;57,56;Obramil - Mercado livre
212634;1;05/06/2026 08:53;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de Copolímero Sintético;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;1;11/06/2026 08:56;Emitida DANFE;Venda de mercadoria a não contribuinte;Primer Promotor de Aderência Pr10 Incolor 150ML;PR1000150;1;115,27;115,27;Shopee - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Chapisco Flex Resina Acrílica Elastment 900G;CK0000001;1;76,78;76,78;Obramil - Mercado livre
212635;1;05/06/2026 08:54;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Removick Removedor de Filme 150ML Transfix;RF00150;1;102,17;102,17;EOV - Mercado Livre;RF00150;IVA QUIMICA DO BRASIL LTDA;TRANSFIX;;1;11/06/2026 08:56;Emitida DANFE;Venda de mercadoria a não contribuinte;LT Shine Pigmento Uma Gota 50ML Marrom;UG04722050;1;31,78;31,78;Shopee - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Esmalte Marítimo Sobre Ferrugem 900G Preto - Pulo do Gato;EMF044209;1;57,56;57,56;Obramil - Mercado livre
212636;1;05/06/2026 08:54;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco de Lixa Abranet Ace 6 ''/ 150MM P320 Mirka;AC24105032;1;14,98;14,98;Eov Shopee 2026;AC24105032;MIRKA BRASIL LTDA;MIRKA;;1;11/06/2026 08:56;Emitida DANFE;Venda de mercadoria a não contribuinte;Espuma Turbo DW240 750G - Drylevis;ET24001750;1;187,51;187,51;Mercado Livre - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA;;1;08/06/2026 11:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Decora Pinta Tudo 250ML Preto;DPT04010025;1;67,74;67,74;Obramil - Mercado livre
212636;1;05/06/2026 08:54;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco de Lixa Abranet Ace 6 ''/ 150MM P400 Mirka;AC24105041;1;14,98;14,98;Eov Shopee 2026;AC24105041;MIRKA BRASIL LTDA;MIRKA;;1;11/06/2026 08:56;Emitida DANFE;Venda de mercadoria a não contribuinte;SOS Gesso - Hidrofugante para Gesso 1L;SG0400001;1;159,07;159,07;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Decora Pinta Tudo 250ML Navarro;DPT04054025;1;64,69;64,69;Obramil - Mercado livre
212636;1;05/06/2026 08:54;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco de Lixa Abranet Ace 6 ''/ 150MM P600 Mirka;AC24105061;1;14,98;14,98;Eov Shopee 2026;AC24105061;MIRKA BRASIL LTDA;MIRKA;;1;11/06/2026 08:56;Emitida DANFE;Venda de mercadoria a não contribuinte;Resina Multiuso Tech Resina 18L - Pulo do Gato;PTR0100018;1;1.250,60;1.250,60;Mercado Livre - Construlivre;IVA QUIMICA DO BRASIL LTDA;;1;08/06/2026 11:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Hobby Art Decora Pinta Tudo 250ML Areia Intensa;DPT04767025;1;67,74;67,74;Obramil - Mercado livre
212636;1;05/06/2026 08:54;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Disco de Lixa Abranet Ace 6 ''/ 150MM P1000 Mirka;AC24105092;1;14,96;14,96;Eov Shopee 2026;AC24105092;MIRKA BRASIL LTDA;MIRKA;;1;11/06/2026 13:37;Emitida DANFE;Venda de mercadoria a não contribuinte;Rejunte Acrílico 420G Palha - Pulo do Gato;PRA0440420;1;27,48;27,48;Mercado Livre - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA;;1;08/06/2026 11:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Esmalte Marítimo Sobre Ferrugem 900G Branco - Pulo do Gato;EMF044409;1;57,56;57,56;Obramil - Mercado livre
212637;1;05/06/2026 08:55;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosFMTFFP;Protelha Fast Tape Cristal 10cm x 5m - Fita Aluminizada de Copolímero Sintético;FT000105;1;134,2;134,2;EOV - Mercado Livre;;RIO CHENS IMPORT. E EXPORTAD. LTDA;Cristal;;1;11/06/2026 13:37;Emitida DANFE;Venda de mercadoria a não contribuinte;Rejunte Acrílico 420G Branco - Pulo do Gato;PRA0430420;1;27,48;27,48;Mercado Livre - Construlivre;VIP COLLECTION COMERCIO E DISTRIBUIDORA LTDA;;1;08/06/2026 11:39;Emitida DANFE;Venda de mercadoria adquirida ou recebida de terceirosF;Umi Block Cristal C/ Bico Aplicador - Impermeabilizante para Pequenos Reparos 500ML;CUB01000009;1;358,68;358,68;Obramil - Mercado livre
